word,entity_type,frequency,source
垃圾们,DATE,18,NER
孟子,PERSON,18,NER+Jieba
Might,PRODUCT,18,NER
Athree,PERSON,18,NER
`t,CARDINAL,18,NER
何子彬,PERSON,18,NER+Jieba
许雯静,PERSON,18,NER+Jieba
Loyalty,PRODUCT,18,NER
okok,PERSON,18,NER
阿哲,PERSON,18,NER+Jieba
八度,QUANTITY,18,NER+Jieba
DrinCO王奎绚,PERSON,18,NER
小崽儿,PERSON,18,NER
Outro,PERSON,18,NER
08年,DATE,18,NER
四年,DATE,18,NER+Jieba
日落电台,ORG,18,NER
四肢,CARDINAL,18,NER+Jieba
美杜,PERSON,18,NER
Now,PERSON,18,NER
三个月,DATE,18,NER
老子们,ORG,18,NER
Murder,PRODUCT,18,NER
དྲ,PERSON,18,NER
洪信杰,PERSON,18,NER+Jieba
59,CARDINAL,18,NER
闪火,PERSON,18,NER+Jieba
妮,PERSON,18,NER+Jieba
Represent,PRODUCT,18,NER
凌晨三点半,TIME,18,NER
凯里,GPE,18,NER+Jieba
China China China,ORG,18,NER
大老板,GPE,18,NER
甩脑壳,WORK_OF_ART,18,NER
12月,DATE,18,NER
fly,PERSON,18,NER
加勒比,GPE,18,NER+Jieba
沙拉拉,PERSON,18,NER+Jieba
杨柳哗,PERSON,18,NER
mommy,PERSON,18,NER
毒头,ORG,18,NER+Jieba
ཤོ,ORG,18,NER
FIFA online,ORG,18,NER
5:00,TIME,18,NER
Killafornia,PERSON,18,NER
hop大风吹,PERSON,18,NER
Ber,TIME,18,NER
206,CARDINAL,18,NER
SPARTAME阿斯巴田,PERSON,18,NER
"band,we",ORG,18,NER
三花聚顶,CARDINAL,17,NER
nigga,PERSON,17,NER
一对,CARDINAL,17,NER+Jieba
罗纳尔多,PERSON,17,NER+Jieba
太行,LOC,17,NER+Jieba
SoulHan,PERSON,17,NER
广东话,LANGUAGE,17,NER+Jieba
韩国,GPE,17,NER+Jieba
周,PERSON,17,NER+Jieba
几秒,TIME,17,NER+Jieba
中东,LOC,17,NER+Jieba
贝多芬,PERSON,17,NER+Jieba
ACE,ORG,17,NER
十三,CARDINAL,17,NER+Jieba
KKECHO,PERSON,17,NER
十五岁,DATE,17,NER+Jieba
清早,TIME,17,NER+Jieba
亿万,CARDINAL,17,NER+Jieba
97,CARDINAL,17,NER
塔克拉玛干,FAC,17,NER+Jieba
五块,MONEY,17,NER+Jieba
安迪,PERSON,17,NER+Jieba
gentlemen,FAC,17,NER
富士山,LOC,17,NER+Jieba
JOJO,PERSON,17,NER
王艺轩,PERSON,17,NER+Jieba
重庆城,FAC,17,NER
15,CARDINAL,17,NER
河西,LOC,17,NER+Jieba
最后一天,DATE,17,NER
Rocking,PERSON,17,NER
Shawty,PRODUCT,17,NER
GAL,PERSON,17,NER
窦唯,PERSON,17,NER+Jieba
日出日落,TIME,17,NER+Jieba
李宏杰,PERSON,17,NER+Jieba
Lil,PERSON,17,NER
fellas,PERSON,17,NER
五分钟,TIME,17,NER+Jieba
两万,CARDINAL,17,NER+Jieba
Life's,TIME,17,NER
郭锦阳,PERSON,17,NER
张儿,PERSON,17,NER+Jieba
22,CARDINAL,17,NER
UYGGA,PERSON,17,NER
圣母玛利亚,PERSON,17,NER
Peter,PERSON,17,NER
光明正大,ORG,17,NER+Jieba
冰冰,PERSON,17,NER+Jieba
杨柳,PERSON,17,NER+Jieba
Trust,ORG,17,NER
23岁,DATE,17,NER
f**king,PERSON,17,NER
squaad,PERSON,17,NER
黄诗垚,PERSON,17,NER
Goyard,PERSON,17,NER
叶尔纳,PERSON,17,NER+Jieba
Jenny,PERSON,17,NER
་མ,PERSON,17,NER
熊浩钧,PERSON,17,NER+Jieba
དོ,GPE,17,NER
龙泽宇,ORG,17,NER+Jieba
Buddy,WORK_OF_ART,17,NER
陈泽希,PERSON,17,NER+Jieba
吴季峰,PERSON,17,NER+Jieba
soundcheck,GPE,17,NER
五环,FAC,17,NER+Jieba
约翰屈伏塔,FAC,17,NER
阿萨辛,ORG,17,NER
一晚上,TIME,16,NER
春节,DATE,16,NER+Jieba
capping,ORG,16,NER
郫县,GPE,16,NER+Jieba
haters,PERSON,16,NER
(ft,CARDINAL,16,NER
GD,GPE,16,NER
上帝（,PERSON,16,NER
(Verse,CARDINAL,16,NER
Southside,PERSON,16,NER
底鼓,PERSON,16,NER+Jieba
诸葛,PERSON,16,NER+Jieba
25,CARDINAL,16,NER
(uh,DATE,16,NER
加拿大,GPE,16,NER+Jieba
Yep,TIME,16,NER
陶喆,PERSON,16,NER+Jieba
(举,CARDINAL,16,NER
Drill,PERSON,16,NER
ALREA,PERSON,16,NER
兰博基尼,PERSON,16,NER+Jieba
新说唱2024,WORK_OF_ART,16,NER
山西,GPE,16,NER+Jieba
华夏,NORP,16,NER+Jieba
两斤,QUANTITY,16,NER+Jieba
punchline,FAC,16,NER
朱丽叶,PERSON,16,NER+Jieba
爱河,LOC,16,NER+Jieba
张颜齐,PERSON,16,NER+Jieba
沈阳,GPE,16,NER+Jieba
午后,TIME,16,NER+Jieba
几十年,DATE,16,NER+Jieba
Win,PRODUCT,16,NER
Shxt,PERSON,16,NER
北门,GPE,16,NER+Jieba
西太后,PERSON,16,NER+Jieba
美式,NORP,16,NER+Jieba
中国话,LANGUAGE,16,NER
彩虹宝宝,PERSON,16,NER
Big plan big plan,WORK_OF_ART,16,NER
仨,CARDINAL,16,NER+Jieba
23年,DATE,16,NER
dumb,PERSON,16,NER
康普顿,ORG,16,NER+Jieba
东南亚,LOC,16,NER+Jieba
零点,TIME,16,NER+Jieba
艾志恒,PERSON,16,NER+Jieba
Mastering,PERSON,16,NER
far,PERSON,16,NER
lil,DATE,16,NER
刘备,PERSON,16,NER+Jieba
HAS,PERSON,16,NER
ghur,ORG,16,NER
Allay Allay Allay,ORG,16,NER
NGONDAW,PERSON,16,NER
星期六,DATE,16,NER+Jieba
Ahh I,WORK_OF_ART,16,NER
阿姆斯特丹,GPE,16,NER+Jieba
Coco,PERSON,16,NER
Oliver,PERSON,16,NER
KITO,PERSON,16,NER
Trippy,PERSON,16,NER
二环,FAC,16,NER+Jieba
Oliver Jiang,PERSON,16,NER
成都菲乐普文化传媒有限公司,ORG,16,NER
dancing,PERSON,16,NER
丁博,PERSON,16,NER+Jieba
groovy wuh hey,ORG,16,NER
五粮液,PRODUCT,16,NER+Jieba
迪斯,PERSON,16,NER+Jieba
weezy,PERSON,16,NER
王梓鑫,PERSON,16,NER+Jieba
of Shangtown,PERSON,16,NER
刹一脚,PERSON,16,NER
袁晓童,PERSON,16,NER+Jieba
baka,PERSON,16,NER
Become,PERSON,16,NER
肯德基,ORG,16,NER+Jieba
彭楚粤,PERSON,16,NER
Pharaoh,PERSON,16,NER
十九八七六,CARDINAL,16,NER
SKP,ORG,15,NER
底特律,GPE,15,NER+Jieba
华尔街,ORG,15,NER+Jieba
24个小时,TIME,15,NER
百发百中,PERCENT,15,NER+Jieba
许个,PERSON,15,NER+Jieba
项羽,PERSON,15,NER+Jieba
aint,ORG,15,NER
布加迪,PERSON,15,NER+Jieba
nowhere,PERSON,15,NER
亚当,PERSON,15,NER+Jieba
ooh,PERSON,15,NER
张学友,PERSON,15,NER+Jieba
谢宇杰,PERSON,15,NER+Jieba
360度,PRODUCT,15,NER
徐思灵,PERSON,15,NER+Jieba
天府,GPE,15,NER+Jieba
旧金山,GPE,15,NER+Jieba
几斤,QUANTITY,15,NER+Jieba
中国新说唱2020,ORG,15,NER
666,CARDINAL,15,NER
p话,ORG,15,NER
泰森,PERSON,15,NER+Jieba
(歌,CARDINAL,15,NER
两手空空,CARDINAL,15,NER+Jieba
西海岸,LOC,15,NER+Jieba
wasting,PERSON,15,NER
20年,DATE,15,NER
秦,PERSON,15,NER+Jieba
sky,PERSON,15,NER
张中豪,PERSON,15,NER+Jieba
老板儿,GPE,15,NER
三成,CARDINAL,15,NER+Jieba
兄弟会,ORG,15,NER+Jieba
快嘴,PERSON,15,NER+Jieba
七月,DATE,15,NER+Jieba
tha,PERSON,15,NER
29,CARDINAL,15,NER
陈,PERSON,15,NER+Jieba
梁靖崑,ORG,15,NER
大傻,PERSON,15,NER
郭富城,PERSON,15,NER+Jieba
刘德华,PERSON,15,NER+Jieba
SONY,ORG,15,NER
Tango,PERSON,15,NER
蔡雨燕,PERSON,15,NER
Uhh,CARDINAL,15,NER
八十一,CARDINAL,15,NER+Jieba
locking,PERSON,15,NER
老子们,PERSON,15,NER
天大,ORG,15,NER+Jieba
六点半,TIME,15,NER+Jieba
满Pot,ORG,15,NER
西藏,GPE,15,NER+Jieba
་ས,CARDINAL,15,NER
Till,PERSON,15,NER
周深,PERSON,15,NER+Jieba
嘉兴,GPE,15,NER+Jieba
夏提,PERSON,15,NER+Jieba
(rlrlr),ORG,15,NER
gotta pay,ORG,15,NER
GE,ORG,15,NER
329,CARDINAL,15,NER
长沙city,LOC,15,NER
一寸,QUANTITY,15,NER+Jieba
福建,GPE,15,NER+Jieba
凌晨四点,TIME,15,NER
Tuborg,PERSON,15,NER
三十年,DATE,15,NER+Jieba
玩音唱片,ORG,15,NER
亚洲华纳,ORG,15,NER
demon,PERSON,15,NER
Counting,PERSON,15,NER
龙鸣,PERSON,15,NER+Jieba
凌晨五点,TIME,15,NER
lying,PERSON,15,NER
992,CARDINAL,15,NER
XǏ,PERSON,15,NER
万里山,LOC,15,NER
立马守,PERSON,15,NER
中国功夫,ORG,15,NER
熠铭,ORG,15,NER
团宋,CARDINAL,15,NER
古巨基,PERSON,15,NER+Jieba
纸蝴,PERSON,15,NER
许命,PERSON,15,NER
Purple city,PRODUCT,15,NER
最后一秒,TIME,14,NER
一早,TIME,14,NER+Jieba
19,CARDINAL,14,NER
Psy,TIME,14,NER
welcome,PERSON,14,NER
英国,GPE,14,NER+Jieba
Givenchy,PERSON,14,NER
19岁,DATE,14,NER
张馨月,PERSON,14,NER
杨和苏,PERSON,14,NER+Jieba
李白,PERSON,14,NER+Jieba
杜甫,PERSON,14,NER+Jieba
莆田,GPE,14,NER+Jieba
Verse,PRODUCT,14,NER
barely,PERSON,14,NER
Word,PRODUCT,14,NER
HARIK,PERSON,14,NER
白米范,PERSON,14,NER
卡地亚,PRODUCT,14,NER+Jieba
Straight,PRODUCT,14,NER
OP,ORG,14,NER
ئۈ,PERSON,14,NER
Arslan,ORG,14,NER
湖北,GPE,14,NER+Jieba
李皓楠,PERSON,14,NER+Jieba
阿热丝兰,PERSON,14,NER
东岸,LOC,14,NER+Jieba
Vodka,PERSON,14,NER
neon,PERSON,14,NER
Shirley,PERSON,14,NER
西奥,PERSON,14,NER+Jieba
119,CARDINAL,14,NER
瑞士,GPE,14,NER+Jieba
Remember,PERSON,14,NER
新加坡,GPE,14,NER+Jieba
勾践,PERSON,14,NER+Jieba
温哥华,GPE,14,NER+Jieba
爱因斯坦,PERSON,14,NER+Jieba
Uncle,PERSON,14,NER
Tsong,PRODUCT,14,NER
Ooh,TIME,14,NER
Capper,ORG,14,NER
Trash,PERSON,14,NER
Forget,PERSON,14,NER
6月,DATE,14,NER
Rollie,PERSON,14,NER
DOOOBOI,PERSON,14,NER
之一,CARDINAL,14,NER
十几岁,DATE,14,NER+Jieba
ླ་,PERSON,14,NER
孟呈,GPE,14,NER
张馨艺,PERSON,14,NER+Jieba
顺德,GPE,14,NER+Jieba
上个月,DATE,14,NER+Jieba
十二月,DATE,14,NER+Jieba
Published,PERSON,14,NER
王骞,PERSON,14,NER+Jieba
45,CARDINAL,14,NER
青藏,LOC,14,NER
京,GPE,14,NER+Jieba
XΔY,PERSON,14,NER
dab,PERSON,14,NER
下个十年,DATE,14,NER
忠义,PERSON,14,NER+Jieba
Yessir,PERSON,14,NER
Sit,TIME,14,NER
SiBon,PERSON,14,NER
闪电侠,PERSON,14,NER+Jieba
Jarstick,PRODUCT,14,NER
turning,PERSON,14,NER
林俊杰,PERSON,14,NER+Jieba
兰博基尼,PRODUCT,14,NER+Jieba
五指山,LOC,14,NER+Jieba
爱玛,PERSON,14,NER+Jieba
二十四小时,TIME,14,NER
fit,PERSON,14,NER
奇腾力,ORG,14,NER+Jieba
一年前,DATE,14,NER
嘢屎,PERSON,14,NER
groovy,PERSON,14,NER
维吾尔族,NORP,14,NER+Jieba
彝族,NORP,14,NER+Jieba
tease,PERSON,14,NER
Now I'm,PERSON,14,NER
张道,PERSON,14,NER+Jieba
Singing,PERSON,14,NER
瘪哥,PERSON,14,NER+Jieba
Thats,PRODUCT,14,NER
ི་,DATE,14,NER
大萄,PERSON,14,NER+Jieba
SkiOn,TIME,14,NER
12点,TIME,14,NER
莫来,PERSON,14,NER+Jieba
གི,DATE,14,NER
夏,PERSON,14,NER+Jieba
阿福肉,PERSON,14,NER+Jieba
下个世纪,DATE,14,NER+Jieba
Shawn,PERSON,14,NER
gonna pay,ORG,14,NER
Hustler,PRODUCT,14,NER
thirsty,PERSON,14,NER
孙楠,PERSON,14,NER+Jieba
王梓琼,PERSON,14,NER+Jieba
奔周,PERSON,14,NER+Jieba
一点半,TIME,14,NER+Jieba
CccJ,ORG,14,NER
哀或乐,PERSON,14,NER
09年,DATE,13,NER
21世纪,DATE,13,NER
几个小时,TIME,13,NER
上海滩,LOC,13,NER+Jieba
5年,DATE,13,NER
Leave,DATE,13,NER
Riding,PERSON,13,NER
Swimming,PRODUCT,13,NER
Biggie,PERSON,13,NER
路易,PERSON,13,NER+Jieba
百家争鸣,CARDINAL,13,NER+Jieba
Lyrics,PRODUCT,13,NER
苏,GPE,13,NER+Jieba
遇⻅,DATE,13,NER
Rapper们,PRODUCT,13,NER
BOW,PERSON,13,NER
Everywhere,ORG,13,NER
17,CARDINAL,13,NER
东海,LOC,13,NER+Jieba
陈冠希,PERSON,13,NER+Jieba
180,CARDINAL,13,NER
八点半,TIME,13,NER+Jieba
京东,ORG,13,NER+Jieba
نە,ORG,13,NER
滴滴滴滴,PERSON,13,NER
半斤,PRODUCT,13,NER+Jieba
卡卡,PERSON,13,NER+Jieba
我俩,CARDINAL,13,NER+Jieba
上官,PERSON,13,NER+Jieba
成龙,PERSON,13,NER+Jieba
晚出,TIME,13,NER+Jieba
gosh,PERSON,13,NER
老辈子,PERSON,13,NER
五彩缤纷,CARDINAL,13,NER+Jieba
今日,DATE,13,NER+Jieba
前几天,DATE,13,NER
stash,PERSON,13,NER
八块,MONEY,13,NER+Jieba
赵宗,PERSON,13,NER+Jieba
午夜时分,TIME,13,NER
周六,DATE,13,NER+Jieba
春季,DATE,13,NER+Jieba
藤原,PERSON,13,NER+Jieba
一分钱,MONEY,13,NER+Jieba
陈轶伦,PERSON,13,NER+Jieba
唱战,ORG,13,NER
Chilling,PERSON,13,NER
中超,ORG,13,NER+Jieba
hum,ORG,13,NER
Sword,PRODUCT,13,NER
凌晨五点半,TIME,13,NER
晨曦,PERSON,13,NER+Jieba
་ཚ,PERSON,13,NER
宇,PERSON,13,NER+Jieba
刘卓,PERSON,13,NER+Jieba
明日,DATE,13,NER+Jieba
一两,CARDINAL,13,NER+Jieba
Murda,PERSON,13,NER
breath,ORG,13,NER
ybOND,PERSON,13,NER
Intro,LANGUAGE,13,NER
一千万,CARDINAL,13,NER+Jieba
赵,PERSON,13,NER+Jieba
勒布朗,PERSON,13,NER+Jieba
KONG,PERSON,13,NER
马自达,PRODUCT,13,NER+Jieba
但丁,PERSON,13,NER+Jieba
一百岁,DATE,13,NER+Jieba
bro(,PERSON,13,NER
千姿百态,CARDINAL,13,NER+Jieba
一千零一夜,TIME,13,NER+Jieba
钟,PERSON,13,NER+Jieba
第七,ORDINAL,13,NER+Jieba
下周,DATE,13,NER+Jieba
Jimmy,PERSON,13,NER
黄昭,PERSON,13,NER+Jieba
Nineteen-nineties,ORG,13,NER
4月,DATE,13,NER
好几天,DATE,13,NER
一个通宵,TIME,13,NER
Now they,PERSON,13,NER
联想,ORG,13,NER+Jieba
刘志勇,PERSON,13,NER+Jieba
cruising,PERSON,13,NER
林黛玉,PERSON,13,NER+Jieba
五线谱,MONEY,13,NER+Jieba
五十六,CARDINAL,13,NER+Jieba
宁波,GPE,13,NER+Jieba
paying,PERSON,13,NER
49,CARDINAL,13,NER
Yelling,PERSON,13,NER
999,CARDINAL,13,NER
郭琪哥,PERSON,13,NER+Jieba
姜,PERSON,13,NER+Jieba
100年,DATE,13,NER
奥运会,EVENT,13,NER+Jieba
Feat,MONEY,13,NER
OLD,PERSON,13,NER
斯威特,PERSON,13,NER+Jieba
Hottie x,ORG,13,NER
蒙特卡洛,GPE,13,NER+Jieba
wlm,PERSON,13,NER
牛班,PERSON,13,NER+Jieba
阿斯巴田,PERSON,13,NER
阿童木,WORK_OF_ART,13,NER+Jieba
阮,PERSON,13,NER+Jieba
Malibu,PRODUCT,13,NER
Merry,PERSON,13,NER
卡地亚,NORP,13,NER+Jieba
曹县,GPE,13,NER+Jieba
盖茨,PERSON,12,NER+Jieba
Rambo,PERSON,12,NER
98,CARDINAL,12,NER
香奈儿,ORG,12,NER+Jieba
rip,ORG,12,NER
Canada,GPE,12,NER
Richard mill,PERSON,12,NER
刘翔,PERSON,12,NER+Jieba
广东队,ORG,12,NER+Jieba
James,PERSON,12,NER
101,CARDINAL,12,NER
葛,PERSON,12,NER+Jieba
阿多,PERSON,12,NER+Jieba
Buzzy,GPE,12,NER
ovo,PERSON,12,NER
唱会馆,ORG,12,NER
1998,DATE,12,NER
方便面,PRODUCT,12,NER+Jieba
彼得,PERSON,12,NER+Jieba
五点半,TIME,12,NER
白,PERSON,12,NER+Jieba
苏Key,PRODUCT,12,NER
文化传媒有限公司,ORG,12,NER
米勒,PERSON,12,NER+Jieba
nono,PERSON,12,NER
挪威,GPE,12,NER+Jieba
xuddiy,PERSON,12,NER
گۈ,PERSON,12,NER
李金,PERSON,12,NER+Jieba
Gimme,PERSON,12,NER
天山,LOC,12,NER+Jieba
张浩,PERSON,12,NER+Jieba
Broski,ORG,12,NER
Söyganushka,PRODUCT,12,NER
安徽,GPE,12,NER+Jieba
好几年,DATE,12,NER+Jieba
秀导,GPE,12,NER+Jieba
陈倩,PERSON,12,NER+Jieba
nemo,PERSON,12,NER
Dracooo,PERSON,12,NER
下个时代,DATE,12,NER
八点睡凌晨,TIME,12,NER
TrapHouse,PERSON,12,NER
青岛,GPE,12,NER+Jieba
这个月,DATE,12,NER
(live),CARDINAL,12,NER
贝吉塔,PERSON,12,NER
三千米,QUANTITY,12,NER+Jieba
宋岳庭,PERSON,12,NER+Jieba
克,PERSON,12,NER+Jieba
快闭,PERSON,12,NER+Jieba
rewind,PERSON,12,NER
呼哈,PERSON,12,NER+Jieba
西域,GPE,12,NER+Jieba
罗曼蒂克,PERSON,12,NER+Jieba
西雅图,GPE,12,NER+Jieba
白日,TIME,12,NER+Jieba
Lay,PERSON,12,NER
纪梵,PERSON,12,NER
Chrome,PRODUCT,12,NER
Huzzah,ORG,12,NER
MARZ,ORG,12,NER
艾斯,PERSON,12,NER+Jieba
李俊驹,PERSON,12,NER
七十,CARDINAL,12,NER+Jieba
摇摇摇摇,PERSON,12,NER
内个,GPE,12,NER+Jieba
La Haine,PERSON,12,NER
二十年,DATE,12,NER+Jieba
ིག,DATE,12,NER
百米,QUANTITY,12,NER+Jieba
12年,DATE,12,NER
Thome,PERSON,12,NER
NG,PERSON,12,NER
七尺,QUANTITY,12,NER+Jieba
40,CARDINAL,12,NER
千金不换,PERCENT,12,NER
陆瑒,PERSON,12,NER
Tlatre特雷西,PERSON,12,NER
卿沁,PERSON,12,NER
Engine,PRODUCT,12,NER
黄仪,PERSON,12,NER+Jieba
Elf,TIME,12,NER
Dirty,PERSON,12,NER
vibey,PERSON,12,NER
外滩,FAC,12,NER+Jieba
零下,CARDINAL,12,NER+Jieba
大眼炮,ORG,12,NER+Jieba
GreenSoldier On,ORG,12,NER
玛丽亚,PERSON,12,NER+Jieba
三千万,CARDINAL,12,NER+Jieba
never sleeps,WORK_OF_ART,12,NER
24岁,DATE,12,NER
Coffee,PRODUCT,12,NER
零度,QUANTITY,12,NER+Jieba
Bruce Wayne,PERSON,12,NER
(伙,FAC,12,NER
中,GPE,12,NER
这夜,TIME,12,NER+Jieba
一瓦,QUANTITY,12,NER+Jieba
艾嘉,PERSON,12,NER+Jieba
Daylight,PRODUCT,12,NER
大窟窿,ORG,12,NER
10年,DATE,12,NER
西西里,GPE,12,NER+Jieba
Now,PRODUCT,12,NER
金砖,ORG,12,NER+Jieba
一个周末,DATE,12,NER
Yummy,PERSON,12,NER
coastal city I,ORG,12,NER
轩尼诗,ORG,12,NER+Jieba
摩斯,PERSON,12,NER+Jieba
六岁,DATE,12,NER+Jieba
Barry,PERSON,12,NER
哈萨克,NORP,12,NER+Jieba
麦Say,PERSON,12,NER
Stair,PRODUCT,12,NER
Everybody Sayin,WORK_OF_ART,12,NER
浙江,GPE,12,NER+Jieba
走拢,PERSON,12,NER
贝贝,PERSON,12,NER+Jieba
黄宁,ORG,12,NER+Jieba
Nico,PERSON,12,NER
二八百哩,DATE,12,NER
阿个山,GPE,12,NER
阿个山上,GPE,12,NER
青城山,LOC,12,NER+Jieba
གྲ,PRODUCT,12,NER
GIFT,PERSON,12,NER
gotta pay you gotta pay you gotta pay for me yeah,ORG,12,NER
(晓,DATE,12,NER
莫来潲,PERSON,12,NER
摇~,ORG,12,NER
Looking,PERSON,12,NER
brighter,PERSON,12,NER
Faker,PERSON,12,NER
ooh oh~Always,ORG,12,NER
’d never,PRODUCT,12,NER
sh1t,PERSON,12,NER
Vice,ORG,12,NER
IS MY PAS,ORG,12,NER
莫妮卡,PERSON,12,NER+Jieba
德,GPE,12,NER+Jieba
(古驰,CARDINAL,12,NER
阿莉莎,PERSON,12,NER+Jieba
五块钱,MONEY,12,NER
七十二,DATE,12,NER+Jieba
Jah Jah,TIME,12,NER
Theno x5,PERSON,12,NER
Swang多,PERSON,12,NER
Sad Christmas,DATE,12,NER
卡办卡,PERSON,12,NER
哎嗨,PERSON,12,NER
暗勇,PERSON,12,NER
H-Town,PERSON,12,NER
SO FRESH SO CLEAN,ORG,12,NER
王皓,PERSON,12,NER+Jieba
董音@牛班NEWBAND,ORG,12,NER
Oh~~~,DATE,12,NER
阳光灿烂,ORG,12,NER+Jieba
疯们,PERSON,12,NER
010,CARDINAL,12,NER
Represent represent,PRODUCT,12,NER
(gold)generation,PERSON,12,NER
往同,NORP,12,NER+Jieba
广西,GPE,12,NER+Jieba
gonna pay right,ORG,12,NER
Relax,PRODUCT,12,NER
Drip太,PERSON,12,NER
懂事理,PERSON,12,NER
福州路,FAC,12,NER+Jieba
oli,PERSON,12,NER
Dooloodoo Doodoodo,TIME,12,NER
臭皮匠斗,NORP,12,NER
阿妹 阿妹,PERSON,12,NER
(Money Money,PRODUCT,12,NER
五指山 五指山,LOC,12,NER
朵玫瑰 玫瑰,FAC,12,NER
world star,PRODUCT,12,NER
这个夜晚,TIME,11,NER
imagine,PERSON,11,NER
GOAT,PERSON,11,NER
金边,GPE,11,NER+Jieba
一米,QUANTITY,11,NER+Jieba
十七岁,DATE,11,NER+Jieba
hurt,NORP,11,NER
CashTrippy,PERSON,11,NER
十一,CARDINAL,11,NER+Jieba
冬季,DATE,11,NER+Jieba
女娲,PERSON,11,NER+Jieba
(秀,CARDINAL,11,NER
battle,WORK_OF_ART,11,NER
五指山,GPE,11,NER+Jieba
詹姆斯,PERSON,11,NER+Jieba
撒哈拉,LOC,11,NER+Jieba
Everyday,LANGUAGE,11,NER
川医,PERSON,11,NER+Jieba
⻆色,ORG,11,NER
nap,PERSON,11,NER
徐,PERSON,11,NER+Jieba
几十万,MONEY,11,NER+Jieba
(派,PERSON,11,NER
老王,PERSON,11,NER+Jieba
十六岁,DATE,11,NER+Jieba
艾弗森,PERSON,11,NER+Jieba
汉语,LANGUAGE,11,NER+Jieba
wolfgang,PERSON,11,NER
于嘉萌,PERSON,11,NER+Jieba
brave,PERSON,11,NER
ᠦ᠍,PERSON,11,NER
两秒,TIME,11,NER+Jieba
BeCareful,PERSON,11,NER
Vivian Xu,PERSON,11,NER
Amber,PERSON,11,NER
44,CARDINAL,11,NER
rhymes,GPE,11,NER
白天黑夜,TIME,11,NER+Jieba
四十,CARDINAL,11,NER+Jieba
去年夏天,DATE,11,NER
涪陵,GPE,11,NER+Jieba
前天,DATE,11,NER+Jieba
唱圈,ORG,11,NER
(一起,CARDINAL,11,NER
高天佐Trouble,PERSON,11,NER
King,PERSON,11,NER
Yes,PERSON,11,NER
Every,PERSON,11,NER
SIO,ORG,11,NER
庐山升龙,EVENT,11,NER
乌云遮,PERSON,11,NER
CSC,ORG,11,NER
霍,PERSON,11,NER+Jieba
Sup,PERSON,11,NER
金跳造,PERSON,11,NER+Jieba
LEG,ORG,11,NER
李雯,PERSON,11,NER+Jieba
一二,CARDINAL,11,NER+Jieba
奥运,EVENT,11,NER+Jieba
insane,PERSON,11,NER
hum,PERSON,11,NER
Berry,PERSON,11,NER
Naseem,PERSON,11,NER
老紫,PERSON,11,NER
孙邦国,PERSON,11,NER
Rocky,PERSON,11,NER
ད།,ORG,11,NER
གོ,PERSON,11,NER
་ས,WORK_OF_ART,11,NER
安顺,GPE,11,NER+Jieba
太阳升,TIME,11,NER+Jieba
东方明珠,ORG,11,NER+Jieba
Allen,PERSON,11,NER
mic(,PERSON,11,NER
beating,PERSON,11,NER
火星,GPE,11,NER+Jieba
乔力,PERSON,11,NER+Jieba
凌晨三点钟,TIME,11,NER
一百公里,QUANTITY,11,NER+Jieba
白雪,PERSON,11,NER+Jieba
Intro,ORG,11,NER
BOUN,ORG,11,NER
湖人,ORG,11,NER+Jieba
一无所求,CARDINAL,11,NER+Jieba
土归土,FAC,11,NER+Jieba
张开口,PERSON,11,NER
朱宇铮,PERSON,11,NER+Jieba
八分之一,PERCENT,11,NER
叶问,PERSON,11,NER+Jieba
三五,CARDINAL,11,NER+Jieba
浦东,GPE,11,NER+Jieba
ALIO,PERSON,11,NER
林文,PERSON,11,NER+Jieba
罗密欧,PERSON,11,NER+Jieba
欧文,PERSON,11,NER+Jieba
两百,CARDINAL,11,NER+Jieba
刘韧,PERSON,11,NER+Jieba
罗亦凡,PERSON,11,NER+Jieba
Laurent,PERSON,11,NER
奥特曼,PERSON,11,NER+Jieba
Bad lil,PERSON,11,NER
13岁,DATE,11,NER
圣罗兰,ORG,11,NER+Jieba
百分百,PERCENT,11,NER+Jieba
这几天,DATE,11,NER
两块,MONEY,11,NER+Jieba
维多,PERSON,11,NER+Jieba
evening,DATE,11,NER
汉口,GPE,11,NER+Jieba
14亿,CARDINAL,11,NER
海峡,LOC,11,NER+Jieba
ྱོ,ORG,11,NER
fei,PERSON,11,NER
IG,ORG,11,NER
埃及,GPE,11,NER+Jieba
望江,ORG,11,NER+Jieba
Lisa,PERSON,11,NER
neon lights,PERSON,11,NER
DSK,PERSON,11,NER
陕西,GPE,11,NER+Jieba
一千年,DATE,11,NER+Jieba
握ACE,PERSON,11,NER
许青青,PERSON,11,NER
千山鸟,FAC,11,NER
金鹿 小老虎,WORK_OF_ART,11,NER
射雕,PERSON,11,NER+Jieba
bleeding,PERSON,11,NER
孔令奇,PERSON,11,NER+Jieba
陈明昊,PERSON,11,NER+Jieba
赵磊,PERSON,11,NER+Jieba
谷粟,PERSON,11,NER+Jieba
李柯,PERSON,11,NER+Jieba
张石荻,PERSON,11,NER+Jieba
Giao Giao,ORG,11,NER
周晓鸥,PERSON,11,NER+Jieba
南溪,LOC,11,NER+Jieba
BAE,ORG,11,NER
杨永歌,PERSON,11,NER+Jieba
后半夜,TIME,10,NER+Jieba
AINT,ORG,10,NER
七号,DATE,10,NER+Jieba
touched,PERSON,10,NER
jumpin,PERSON,10,NER
八百,CARDINAL,10,NER+Jieba
nervous,PERSON,10,NER
